product_name,category,sub_category,brand,quantity,price,mrp,discount_percent,savings_amount,rating,reviews,available_quantity,availability,value_score,rating_was_missing,out_of_stock,quantity_raw
Nestle Milkmaid,Cooking Essentials,Unknown,Unbranded,400,128.0,132.0,3,4.0,3.0,0,6,In Stock,0.12716540240222982,True,False,400
Popular Essentials Sona Masouri Steam Rice,Cooking Essentials,Unknown,Unbranded,1000,59.0,65.0,9,6.0,3.0,0,6,In Stock,0.15973252618608588,True,False,1
24 Mantra Organic Tur Dal,Cooking Essentials,Unknown,Unbranded,1000,208.0,260.0,20,52.0,3.0,0,6,In Stock,0.13477254811137984,True,False,1
Gits Gulab Jamun Instant Dessert Mix,Cooking Essentials,Unknown,Unbranded,200,89.0,99.0,10,10.0,3.0,0,6,In Stock,0.14667287026643488,True,False,200
Popular Essentials Black Masoor Whole (Un-Polished),Cooking Essentials,Unknown,Unbranded,500,58.0,65.0,10,7.0,3.0,0,3,In Stock,0.16186240079448808,True,False,500
24 Mantra Organic Peanuts,Cooking Essentials,Unknown,Unbranded,500,125.0,135.0,7,10.0,3.0,0,1,In Stock,0.13274660417896958,True,False,500
Everest Hingraj Powder,Cooking Essentials,Unknown,Unbranded,50,81.0,90.0,10,9.0,3.0,0,2,In Stock,0.1497712840248982,True,False,50
Everest Black Pepper Powder,Cooking Essentials,Unknown,Unbranded,100,115.0,135.0,14,20.0,3.0,0,6,In Stock,0.143891242724229,True,False,100
Tata Sampann Masoor Dal Stand,Cooking Essentials,Unknown,Unbranded,1000,134.0,150.0,10,16.0,3.0,0,4,In Stock,0.13454903747718447,True,False,1
24 Mantra Organic Besan,Cooking Essentials,Unknown,Unbranded,500,88.0,95.0,7,7.0,3.0,0,5,In Stock,0.14302784790702738,True,False,500
Quaker Oats,Cooking Essentials,Unknown,Unbranded,1000,184.0,199.0,7,15.0,3.0,0,6,In Stock,0.12298012271804627,True,False,1
Saffola Gold Refined Cooking Oil (Jar),Cooking Essentials,Unknown,Unbranded,2000,449.0,485.0,7,36.0,3.0,0,6,In Stock,0.10508659066482001,True,False,2
Nestle Everyday Dairy Whitener,Cooking Essentials,Unknown,Unbranded,400,210.0,210.0,0,0.0,3.0,0,4,In Stock,0.11211059505613166,True,False,400
24 Mantra Organic Red Poha,Cooking Essentials,Unknown,Unbranded,500,69.0,75.0,8,6.0,3.0,0,1,In Stock,0.15252459119794667,True,False,500
Everest Powder - Tea Masala,Cooking Essentials,Unknown,Unbranded,100,89.0,98.0,9,9.0,3.0,0,5,In Stock,0.14533948053674,True,False,100
Tata Sampann Urad Dal Split,Cooking Essentials,Unknown,Unbranded,500,90.0,94.0,4,4.0,3.0,0,6,In Stock,0.1383328385861953,True,False,500
Popular Essentials Idli Sooji,Cooking Essentials,Unknown,Unbranded,500,28.0,30.0,6,2.0,3.0,0,6,In Stock,0.18887559398146336,True,False,500
Popular Essentials Dessicated Coconut,Cooking Essentials,Unknown,Unbranded,200,86.0,95.0,9,9.0,3.0,0,6,In Stock,0.14644277997305205,True,False,200
Sunfeast Yippee! Mood Masala Noodles,Cooking Essentials,Unknown,Unbranded,260,43.0,60.0,28,17.0,3.0,0,3,In Stock,0.20294966011119012,True,False,260
Chef's Basket Durum Wheat Elbow Pasta,Cooking Essentials,Unknown,Unbranded,500,80.0,160.0,50,80.0,3.0,0,6,In Stock,0.20480382599103839,True,False,500
MTR Breakfast Khatta Meetha Poha Mix,Cooking Essentials,Unknown,Unbranded,60,20.0,25.0,20,5.0,3.0,0,6,In Stock,0.23649029190219675,True,False,60
Satyam Khobra,Cooking Essentials,Unknown,Unbranded,200,101.0,113.0,10,12.0,3.0,0,5,In Stock,0.14270354154391732,True,False,200
Betty Crocker Complete Pancake Mix Original,Cooking Essentials,Unknown,Unbranded,250,105.0,110.0,4,5.0,3.0,0,6,In Stock,0.13380682955371834,True,False,500
Borges Durum Wheat Fusilli Pasta,Cooking Essentials,Unknown,Unbranded,500,250.0,250.0,0,0.0,3.0,0,3,In Stock,0.10858838299947193,True,False,500
24 Mantra Organic Green Moong Dal - Split,Cooking Essentials,Unknown,Unbranded,500,135.0,135.0,0,0.0,3.0,0,2,In Stock,0.1221335538431789,True,False,500
Weikfield Vanilla Flavoured Custard Powder,Cooking Essentials,Unknown,Unbranded,100,37.0,37.0,0,0.0,3.0,0,6,In Stock,0.16494454664549613,True,False,100
Tata Sampann Moong Dal Split,Cooking Essentials,Unknown,Unbranded,1000,178.0,180.0,1,2.0,3.0,0,5,In Stock,0.11682184874656368,True,False,200
Tata Sampann Kala Chana,Cooking Essentials,Unknown,Unbranded,500,64.0,64.0,0,0.0,3.0,0,5,In Stock,0.14373366944821114,True,False,500
Saffola Soya Chunks Mealmaker,Cooking Essentials,Unknown,Unbranded,200,50.0,50.0,0,0.0,3.0,0,2,In Stock,0.15260086688642535,True,False,200
24 Mantra Bura Sugar (Demerara),Cooking Essentials,Unknown,Unbranded,500,72.0,80.0,10,8.0,3.0,0,6,In Stock,0.15382967932761613,True,False,500
Popular Essentials Green Cardamom (Elaichi),Cooking Essentials,Unknown,Unbranded,50,198.0,200.0,1,2.0,3.0,0,6,In Stock,0.11448424378838626,True,False,50
Hershey's Syrup Delicious Strawberry,Cooking Essentials,Unknown,Unbranded,200,95.0,95.0,0,0.0,3.0,0,1,In Stock,0.1314535996884689,True,False,200
Popular Essentials Anjeer,Cooking Essentials,Unknown,Unbranded,100,169.0,190.0,11,21.0,3.0,0,4,In Stock,0.12967798642473907,True,False,100
Popular Essentials Mustard Seeds Rai Small,Cooking Essentials,Unknown,Unbranded,100,20.0,20.0,0,0.0,3.0,0,2,In Stock,0.19707524325183062,True,False,100
Weikfield Baking Powder,Cooking Essentials,Unknown,Unbranded,100,32.0,33.0,3,1.0,3.0,0,6,In Stock,0.17674779451665273,True,False,100
Dabur Honey Squeezy,Cooking Essentials,Unknown,Unbranded,225,167.0,185.0,9,18.0,3.0,0,6,In Stock,0.12763555767153645,True,False,225
Tata Sampann High Protein Kali Urad,Cooking Essentials,Unknown,Unbranded,500,78.0,91.0,14,13.0,3.0,0,6,In Stock,0.15654151808078193,True,False,500
Everest Kitchen King Masala,Cooking Essentials,Unknown,Unbranded,50,36.0,37.0,2,1.0,3.0,0,6,In Stock,0.16948599076622073,True,False,50
Chef's Basket Durum Wheat Fusilli Pasta,Cooking Essentials,Unknown,Unbranded,500,80.0,160.0,50,80.0,3.0,0,6,In Stock,0.20480382599103839,True,False,500
TilSona Til Oil,Cooking Essentials,Unknown,Unbranded,500,162.0,180.0,10,18.0,3.0,0,2,In Stock,0.129570547039285,True,False,500
Top Ramen Chicken Noodles,Cooking Essentials,Unknown,Unbranded,280,54.0,60.0,10,6.0,3.0,0,1,In Stock,0.1646980596552798,True,False,280
Everest Chaat Masala,Cooking Essentials,Unknown,Unbranded,50,34.0,35.0,2,1.0,3.0,0,1,In Stock,0.17213504540638974,True,False,50
Keya Wonder Red Hot Chilli Flakes,Cooking Essentials,Unknown,Unbranded,40,80.0,89.0,10,9.0,3.0,0,2,In Stock,0.15018947239342817,True,False,40
Popular Essentials White Peas (Un-Polished),Cooking Essentials,Unknown,Unbranded,500,72.0,80.0,10,8.0,3.0,0,5,In Stock,0.15382967932761613,True,False,500
Ching’s Secret Chowmein Hakka Noodles Masala,Cooking Essentials,Unknown,Unbranded,60,44.0,44.0,0,0.0,3.0,0,2,In Stock,0.15761838660831784,True,False,60
Dhara Filtered Groundnut Oil (Jar),Cooking Essentials,Unknown,Unbranded,5000,630.0,697.8799999999992,1,67.8799999999992,3.0,0,6,In Stock,0.09399274874189766,True,False,5
Pillsbury Choco Chip Pancake Mix,Cooking Essentials,Unknown,Unbranded,165,94.0,99.0,5,5.0,3.0,0,6,In Stock,0.13834366079636715,True,False,165
Hershey's Caramel Syrup,Cooking Essentials,Unknown,Unbranded,623,230.0,230.0,0,0.0,3.0,0,1,In Stock,0.11024512117841002,True,False,623
Pillsbury Multi Grain Atta,Cooking Essentials,Unknown,Unbranded,1000,56.0,60.0,6,4.0,3.0,0,3,In Stock,0.15730693426023268,True,False,1
McCain New Mini Samosa with Cheese Corn Style Filling,Cooking Essentials,Unknown,Unbranded,240,118.0,120.0,1,2.0,3.0,0,2,In Stock,0.1268014942224172,True,False,240
Satyam Puffed Rice Kurmura (A),Cooking Essentials,Unknown,Unbranded,200,43.0,43.0,0,0.0,3.0,0,6,In Stock,0.15855442196186725,True,False,200
MTR 3 Min Poha,Cooking Essentials,Unknown,Unbranded,60,25.0,25.0,0,0.0,3.0,0,6,In Stock,0.1841566058580809,True,False,60
Ching's Manchurian Instant Noodles,Cooking Essentials,Unknown,Unbranded,60,15.0,15.0,0,0.0,3.0,0,5,In Stock,0.21640425613334452,True,False,60
Everest Pav Bhaji Masala,Cooking Essentials,Unknown,Unbranded,100,70.0,70.0,0,0.0,3.0,0,2,In Stock,0.14075652343296632,True,False,100
Hershey's Chocolate Flavour Syrup,Cooking Essentials,Unknown,Unbranded,623,205.0,220.0,6,15.0,3.0,0,6,In Stock,0.11937214376821567,True,False,680
Popular Essentials Dhania (Coriander Seeds),Cooking Essentials,Unknown,Unbranded,200,46.0,55.0,16,9.0,3.0,0,4,In Stock,0.18077229031190098,True,False,200
24 Mantra Red Chilly Whole,Cooking Essentials,Unknown,Unbranded,100,65.0,70.0,7,5.0,3.0,0,1,In Stock,0.15323458364244152,True,False,100
Dabur Honey - World's No.1,Cooking Essentials,Unknown,Unbranded,250,120.0,120.0,0,0.0,3.0,0,6,In Stock,0.1251097174272739,True,False,250
24 Mantra Organic Puffed Rice,Cooking Essentials,Unknown,Unbranded,200,39.0,40.0,2,1.0,3.0,0,6,In Stock,0.1659040387772719,True,False,200
24 Mantra Organic Wheat Daliya,Cooking Essentials,Unknown,Unbranded,500,47.0,48.0,2,1.0,3.0,0,2,In Stock,0.1580904732860852,True,False,500
24 Mantra Organic Ragi Flour,Cooking Essentials,Unknown,Unbranded,500,52.0,65.0,20,13.0,3.0,0,4,In Stock,0.18134686710122375,True,False,500
Popular Essentials Cinnamon Whole (Dalchini),Cooking Essentials,Unknown,Unbranded,25,33.0,35.0,5,2.0,3.0,0,6,In Stock,0.17865444999234004,True,False,25
Sundrop Super Lite Advanced - Sunflower Oil,Cooking Essentials,Unknown,Unbranded,1000,215.0,215.0,0,0.0,3.0,0,4,In Stock,0.11162212531024944,True,False,1
Pillsbury Atta/Godihittu - Chakki Fresh,Cooking Essentials,Unknown,Unbranded,2000,94.0,102.0,7,8.0,3.0,0,4,In Stock,0.14097877814486937,True,False,2
Popular Essentials Green Moong Chilka/Chilka (Un-Polished),Cooking Essentials,Unknown,Unbranded,500,79.0,85.0,7,6.0,3.0,0,5,In Stock,0.1465075531307853,True,False,500
Popular Essentials HMT Kolam Steam,Cooking Essentials,Unknown,Unbranded,1000,75.0,75.0,0,0.0,3.0,0,3,In Stock,0.13854466503826124,True,False,1
Popular Essentials Black Urad Split,Cooking Essentials,Unknown,Unbranded,500,72.0,80.0,10,8.0,3.0,0,4,In Stock,0.15382967932761613,True,False,500
Keya Oregano,Cooking Essentials,Unknown,Unbranded,9,98.0,109.0,10,11.0,3.0,0,5,In Stock,0.1436306389224361,True,False,9
Popular Essentials Pink Rajma,Cooking Essentials,Unknown,Unbranded,500,90.0,100.0,10,10.0,3.0,0,6,In Stock,0.14631357927386043,True,False,500
Everest Chicken Masala,Cooking Essentials,Unknown,Unbranded,100,72.0,74.0,2,2.0,3.0,0,6,In Stock,0.14264206628560766,True,False,100
Popular Essentials HMT Kolam Steam,Cooking Essentials,Unknown,Unbranded,5000,333.0,370.0,10,37.0,3.0,0,6,In Stock,0.11357494178813951,True,False,5
Everest Shahi Paneer Masala,Cooking Essentials,Unknown,Unbranded,50,40.0,42.0,4,2.0,3.0,0,5,In Stock,0.16803228503217998,True,False,50
Godrej Yummiez Chicken Nuggets,Cooking Essentials,Unknown,Unbranded,500,293.0,325.0,9,32.0,3.0,0,1,In Stock,0.1150683243258559,True,False,500
Flying Bird Vanilla Essence,Cooking Essentials,Unknown,Unbranded,20,34.0,35.0,2,1.0,3.0,0,6,In Stock,0.17213504540638974,True,False,20
Everest Sabji Masala,Cooking Essentials,Unknown,Unbranded,50,29.0,30.0,3,1.0,3.0,0,6,In Stock,0.18170071614543734,True,False,50
Popular Essentials Californian Almond,Cooking Essentials,Unknown,Unbranded,500,470.0,695.0,32,225.0,3.0,0,6,In Stock,0.12867884001581784,True,False,500
Cornitos Cornitos Taco Shells - 4 Inches,Cooking Essentials,Unknown,Unbranded,80,88.0,110.0,20,22.0,3.0,0,6,In Stock,0.16040506307330174,True,False,80
Everest Rajma Masala,Cooking Essentials,Unknown,Unbranded,50,32.0,33.0,3,1.0,3.0,0,5,In Stock,0.17674779451665273,True,False,50
Popular Essentials White Til,Cooking Essentials,Unknown,Unbranded,100,38.0,40.0,5,2.0,3.0,0,1,In Stock,0.17196380485792037,True,False,100
Amul Dark Compound Chocolate Slab,Cooking Essentials,Unknown,Unbranded,500,122.0,125.0,2,3.0,3.0,0,6,In Stock,0.12717717252805397,True,False,500
Mothers Recipe Papad Chana Masala,Cooking Essentials,Unknown,Unbranded,200,71.0,79.0,10,8.0,3.0,0,6,In Stock,0.1543258186710746,True,False,200
Ching's Schezwan Masala Instant Noodles,Cooking Essentials,Unknown,Unbranded,240,60.0,60.0,0,0.0,3.0,0,1,In Stock,0.14595436878495877,True,False,240
Amul Milk Compound Chocolate Slab,Cooking Essentials,Unknown,Unbranded,500,107.0,110.0,2,3.0,3.0,0,6,In Stock,0.1307097068220987,True,False,500
Eastern Chicken Masala,Cooking Essentials,Unknown,Unbranded,100,65.0,70.0,7,5.0,3.0,0,3,In Stock,0.15323458364244152,True,False,100
Popular Essentials Methi Seeds,Cooking Essentials,Unknown,Unbranded,100,25.0,25.0,0,0.0,3.0,0,5,In Stock,0.1841566058580809,True,False,100
Saffola Yummy Masala Noodles,Cooking Essentials,Unknown,Unbranded,46,20.0,20.0,0,0.0,3.0,0,2,In Stock,0.19707524325183062,True,False,46
Cadbury Hot Chocolate,Cooking Essentials,Unknown,Unbranded,200,166.0,175.0,5,9.0,3.0,0,6,In Stock,0.12309510778843814,True,False,200
Ching's Chicken Chilli Masala,Cooking Essentials,Unknown,Unbranded,20,10.0,10.280000000000001,0,0.28000000000000114,3.0,0,6,In Stock,0.2502194348545478,True,False,20
Dabur Keora water - Authentic flavour for Biryani's and Desserts,Cooking Essentials,Unknown,Unbranded,250,58.0,62.0,6,4.0,3.0,0,6,In Stock,0.15597649531105215,True,False,250
Popular Essentials Black Cardamom/Elaichi,Cooking Essentials,Unknown,Unbranded,50,90.0,100.0,10,10.0,3.0,0,6,In Stock,0.14631357927386043,True,False,50
Popular Essentials Idli Rice,Cooking Essentials,Unknown,Unbranded,1000,54.0,60.0,10,6.0,3.0,0,4,In Stock,0.1646980596552798,True,False,1
Everest Chole Masala,Cooking Essentials,Unknown,Unbranded,50,32.0,33.0,3,1.0,3.0,0,1,In Stock,0.17674779451665273,True,False,50
Dabur Hommade Tamarind Paste,Cooking Essentials,Unknown,Unbranded,200,45.0,48.0,6,3.0,3.0,0,6,In Stock,0.16611636717484662,True,False,200
"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",Cooking Essentials,Unknown,Unbranded,48,34.0,35.0,2,1.0,3.0,0,6,In Stock,0.17213504540638974,True,False,48
Popular Essentials Cooking Soda,Cooking Essentials,Unknown,Unbranded,200,27.0,30.0,10,3.0,3.0,0,6,In Stock,0.19806707481027266,True,False,200
RRO Primio Refined Groundnut Oil Pet Bottle,Cooking Essentials,Unknown,Unbranded,1000,239.0,255.0,6,16.0,3.0,0,2,In Stock,0.11604486427509059,True,False,1
Everest Pani Puri Masala,Cooking Essentials,Unknown,Unbranded,50,30.0,31.0,3,1.0,3.0,0,6,In Stock,0.1799657259039368,True,False,50
Nissin Cup Noodles Tangy Tomato,Cooking Essentials,Unknown,Unbranded,70,45.0,50.0,10,5.0,3.0,0,2,In Stock,0.172384909332388,True,False,70
Ching's Veg Manchurian Masala,Cooking Essentials,Unknown,Unbranded,20,10.0,10.280000000000001,0,0.28000000000000114,3.0,0,2,In Stock,0.2502194348545478,True,False,20
Ceres Foods Fish Mustard Instant Liquid Masala,Cooking Essentials,Unknown,Unbranded,200,110.0,220.0,50,110.0,3.0,0,6,In Stock,0.19110186399255077,True,False,200
Everest Garam Masala,Cooking Essentials,Unknown,Unbranded,200,142.0,158.0,10,16.0,3.0,0,6,In Stock,0.1329882454864269,True,False,200
24 Mantra Organic Jowar Flour,Cooking Essentials,Unknown,Unbranded,500,65.0,70.0,7,5.0,3.0,0,6,In Stock,0.15323458364244152,True,False,500
Maggi Coconut Milkpowder,Cooking Essentials,Unknown,Unbranded,100,100.0,100.0,0,0.0,3.0,0,6,In Stock,0.130007439201319,True,False,100
On1y Pepper Grinder,Cooking Essentials,Unknown,Unbranded,50,144.0,159.0,9,15.0,3.0,0,1,In Stock,0.1314114907183901,True,False,50
Popular Essentials Rice Flour,Cooking Essentials,Unknown,Unbranded,1000,60.0,60.0,0,0.0,3.0,0,3,In Stock,0.14595436878495877,True,False,1
Sunfeast Yippee! Pasta Treat - Sour Cream Onion,Cooking Essentials,Unknown,Unbranded,65,25.0,28.0,10,3.0,3.0,0,1,In Stock,0.202572266443889,True,False,65
24 Mantra Organic Brown Sona Masoori Rice,Cooking Essentials,Unknown,Unbranded,1000,95.0,95.0,0,0.0,3.0,0,6,In Stock,0.1314535996884689,True,False,1
Happilo Premium Afghani Anjeer,Cooking Essentials,Unknown,Unbranded,200,256.0,365.0,29,109.0,3.0,0,2,In Stock,0.13948267930707514,True,False,200
Popular Essentials Chiroti Sooji,Cooking Essentials,Unknown,Unbranded,500,34.0,35.0,2,1.0,3.0,0,6,In Stock,0.17213504540638974,True,False,500
RRO Til Dil Premium Til Oil Bottle,Cooking Essentials,Unknown,Unbranded,1000,294.0,330.0,10,36.0,3.0,0,5,In Stock,0.11605466151075093,True,False,1
Popular Essentials Red Rajma,Cooking Essentials,Unknown,Unbranded,500,81.0,90.0,10,9.0,3.0,0,6,In Stock,0.1497712840248982,True,False,500
Cornitos Peanut - Premium Salted,Cooking Essentials,Unknown,Unbranded,150,108.0,120.0,10,12.0,3.0,0,6,In Stock,0.14068451467862453,True,False,150
Popular Essentials Black Pepper,Cooking Essentials,Unknown,Unbranded,100,90.0,100.0,10,10.0,3.0,0,5,In Stock,0.14631357927386043,True,False,100
24 Mantra Organic Tur Dal - Split,Cooking Essentials,Unknown,Unbranded,500,120.0,130.0,7,10.0,3.0,0,6,In Stock,0.13386739764718306,True,False,500
Sugarfree Gold Low Calorie Sweetner,Cooking Essentials,Unknown,Unbranded,110,61.0,65.0,6,4.0,3.0,0,3,In Stock,0.15410208165369718,True,False,100
Ching's Secret Paneer Chilli Masala,Cooking Essentials,Unknown,Unbranded,20,10.0,10.280000000000001,0,0.28000000000000114,3.0,0,2,In Stock,0.2502194348545478,True,False,20
Dabur Honey,Cooking Essentials,Unknown,Unbranded,500,204.0,220.0,7,16.0,3.0,0,3,In Stock,0.1206084532090085,True,False,500
Sunfeast Yippee! Pasta Treat - Sour Cream Onion,Cooking Essentials,Unknown,Unbranded,65,23.0,28.0,17,5.0,3.0,0,3,In Stock,0.22088990227177563,True,False,65
Everest Tea Masala,Cooking Essentials,Unknown,Unbranded,50,50.0,55.0,9,5.0,3.0,0,2,In Stock,0.16633494490620365,True,False,50
Ching's Paneer Chilli Masala,Cooking Essentials,Unknown,Unbranded,60,44.0,44.0,0,0.0,3.0,0,4,In Stock,0.15761838660831784,True,False,60
Sunfeast YiPPee! Magic Masala Noodles,Cooking Essentials,Unknown,Unbranded,405,63.0,70.0,10,7.0,3.0,0,3,In Stock,0.158696454497786,True,False,405
Everest Meat Masala Powder,Cooking Essentials,Unknown,Unbranded,100,67.0,74.0,9,7.0,3.0,0,3,In Stock,0.15499438458134168,True,False,100
Pillsbury Atta With Multigrains Wheat Grains,Cooking Essentials,Unknown,Unbranded,5000,245.0,295.0,16,50.0,3.0,0,6,In Stock,0.12642290395361774,True,False,5
Mother's Recipe Tamarind Paste,Cooking Essentials,Unknown,Unbranded,200,49.0,50.0,2,1.0,3.0,0,6,In Stock,0.15644079780482284,True,False,200
Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,Cooking Essentials,Unknown,Unbranded,200,45.0,49.0,8,4.0,3.0,0,6,In Stock,0.1692506382536173,True,False,200
Popular Essentials Cloves (Lavang),Cooking Essentials,Unknown,Unbranded,50,62.0,75.0,17,13.0,3.0,0,6,In Stock,0.1694369230931111,True,False,50
Sunfeast Yippee! Power Up Atta Noodles,Cooking Essentials,Unknown,Unbranded,280,81.0,96.0,15,15.0,3.0,0,6,In Stock,0.15657906966239354,True,False,280
Suhana Paneer Tikka Masala Mix,Cooking Essentials,Unknown,Unbranded,50,38.0,40.0,5,2.0,3.0,0,6,In Stock,0.17196380485792037,True,False,50
24 Mantra Turmeric Powder,Cooking Essentials,Unknown,Unbranded,100,34.0,35.0,2,1.0,3.0,0,6,In Stock,0.17213504540638974,True,False,100
24 Mantra Super Grain Quinoa,Cooking Essentials,Unknown,Unbranded,500,190.0,190.0,0,0.0,3.0,0,4,In Stock,0.11423624611697827,True,False,500
Everest Powder - Egg Curry Masala,Cooking Essentials,Unknown,Unbranded,50,39.0,40.0,2,1.0,3.0,0,6,In Stock,0.1659040387772719,True,False,50
Popular Essentials Pe Shah Jeera,Cooking Essentials,Unknown,Unbranded,50,51.0,60.0,15,9.0,3.0,0,6,In Stock,0.17462855980134862,True,False,50
24 Mantra Organic Sattu Atta,Cooking Essentials,Unknown,Unbranded,500,95.0,95.0,0,0.0,3.0,0,6,In Stock,0.1314535996884689,True,False,500
Smith & Jones Pasta Masala,Cooking Essentials,Unknown,Unbranded,54,46.0,46.0,0,0.0,3.0,0,6,In Stock,0.1558381813033629,True,False,54
Weikfield Vanilla Custard Powder,Cooking Essentials,Unknown,Unbranded,500,128.0,142.0,9,14.0,3.0,0,3,In Stock,0.13457309574604903,True,False,500
Sugarfree Natura Low Calorie Sweetner,Cooking Essentials,Unknown,Unbranded,42,270.0,300.0,10,30.0,3.0,0,3,In Stock,0.11781256719156132,True,False,42
Pillsbury Vanilla Custard Powder,Cooking Essentials,Unknown,Unbranded,100,36.0,37.0,2,1.0,3.0,0,6,In Stock,0.16948599076622073,True,False,100
24 Mantra Organic Rajma,Cooking Essentials,Unknown,Unbranded,500,145.0,145.0,0,0.0,3.0,0,6,In Stock,0.12039473528798011,True,False,500
Popular Essentials Broken Wheat/Daliya,Cooking Essentials,Unknown,Unbranded,500,34.0,35.0,2,1.0,3.0,0,6,In Stock,0.17213504540638974,True,False,500
Zorabian Chicken Smoked Ham,Cooking Essentials,Unknown,Unbranded,250,194.0,205.0,5,11.0,3.0,0,1,In Stock,0.11947658879979095,True,False,250
Smith & Jones Peri Peri Masala,Cooking Essentials,Unknown,Unbranded,75,99.0,99.0,0,0.0,3.0,0,6,In Stock,0.13028834457097555,True,False,75
Saffola Veggie Twist Masala Oats,Cooking Essentials,Unknown,Unbranded,500,171.0,195.0,12,24.0,3.0,0,2,In Stock,0.1305489501789617,True,False,500
Popular Essentials Urad Dal Split (Un-Polished),Cooking Essentials,Unknown,Unbranded,500,77.0,85.0,9,8.0,3.0,0,5,In Stock,0.15011331397534233,True,False,500
Weikfield Baking Powder,Cooking Essentials,Unknown,Unbranded,50,22.0,22.0,0,0.0,3.0,0,6,In Stock,0.1913573933422806,True,False,50
Popular Essentials Bajra Whole,Cooking Essentials,Unknown,Unbranded,1000,56.0,65.0,13,9.0,3.0,0,6,In Stock,0.16769512803213482,True,False,1
Weikfield Veg Jelly Crystals - Strawberry,Cooking Essentials,Unknown,Unbranded,90,44.0,45.0,2,1.0,3.0,0,6,In Stock,0.16077075434048418,True,False,90
Weikfield Veg Jelly Crystals - Raspberry,Cooking Essentials,Unknown,Unbranded,90,44.0,45.0,2,1.0,3.0,0,6,In Stock,0.16077075434048418,True,False,90
Popular Essentials Masoor Dal Split (Un-Polished),Cooking Essentials,Unknown,Unbranded,500,63.0,70.0,10,7.0,3.0,0,4,In Stock,0.158696454497786,True,False,500
Popular Essentials Ajwain Whole,Cooking Essentials,Unknown,Unbranded,100,44.0,50.0,12,6.0,3.0,0,2,In Stock,0.176532593001316,True,False,100
