product_name,category,sub_category,brand,quantity,price,mrp,discount_percent,savings_amount,rating,reviews,available_quantity,availability,value_score,rating_was_missing,out_of_stock,quantity_raw
Lijjat Udad Mini Papad,Chocolates & Candies,Unknown,Unbranded,200,56.0,60.0,6,4.0,3.0,0,6,In Stock,0.15730693426023268,True,False,200
McCain Herb & Garlic Crazy Fries Masala Mix,Chocolates & Candies,Unknown,Unbranded,400,114.0,120.0,5,6.0,3.0,0,5,In Stock,0.13277323741558272,True,False,400
Yoga Bar Multigrain Energy Bar Nuts And Seeds,Chocolates & Candies,Unknown,Unbranded,38,35.0,40.0,12,5.0,3.0,0,4,In Stock,0.1875251705212191,True,False,38
"Ching's Secret Sauce, Green Chilli",Chocolates & Candies,Unknown,Unbranded,190,55.0,55.0,0,0.0,3.0,0,5,In Stock,0.1490552990390815,True,False,190
Veeba Pizza Topping,Chocolates & Candies,Unknown,Unbranded,280,70.0,75.0,6,5.0,3.0,0,4,In Stock,0.14920191483894432,True,False,280
Switz Paratha Puff,Chocolates & Candies,Unknown,Unbranded,400,105.0,110.0,4,5.0,3.0,0,6,In Stock,0.13380682955371834,True,False,400
"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",Chocolates & Candies,Unknown,Unbranded,500,305.0,325.0,6,20.0,3.0,0,6,In Stock,0.1111191654655494,True,False,500
The Whole Truth Double Cocoa Mini Protein Bar No Sugar,Chocolates & Candies,Unknown,Unbranded,27,44.0,55.0,20,11.0,3.0,0,5,In Stock,0.1891420639299814,True,False,27
Sunfeast Yippee Tricolor Pasta Seasoning,Chocolates & Candies,Unknown,Unbranded,65,23.0,28.0,17,5.0,3.0,0,1,In Stock,0.22088990227177563,True,False,65
Wingreens Cheesy Chipotle Sauce,Chocolates & Candies,Unknown,Unbranded,130,50.0,99.0,49,49.0,3.0,0,1,In Stock,0.2273752916607738,True,False,130
Maggi Rich Tomato Ketchup,Chocolates & Candies,Unknown,Unbranded,500,100.0,105.0,4,5.0,3.0,0,2,In Stock,0.13520773676937176,True,False,500
The Whole Truth Dark Chocolate Peanut Butter - Creamy,Chocolates & Candies,Unknown,Unbranded,325,174.0,235.0,25,61.0,3.0,0,6,In Stock,0.1452141490057235,True,False,325
Godrej Yummiez Chicken Nuggets,Chocolates & Candies,Unknown,Unbranded,500,293.0,325.0,9,32.0,3.0,0,1,In Stock,0.1150683243258559,True,False,500
Go Cheese  Spread Plain,Chocolates & Candies,Unknown,Unbranded,200,94.0,99.0,5,5.0,3.0,0,6,In Stock,0.13834366079636715,True,False,200
Kellogg's Real Almond & Honey Corn Flakes,Chocolates & Candies,Unknown,Unbranded,300,158.0,175.0,9,17.0,3.0,0,6,In Stock,0.12902196883372571,True,False,300
The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,Chocolates & Candies,Unknown,Unbranded,40,48.0,60.0,20,12.0,3.0,0,6,In Stock,0.18500340325311024,True,False,40
Prasuma Vegetable Momos,Chocolates & Candies,Unknown,Unbranded,24,270.0,270.0,0,0.0,3.0,0,5,In Stock,0.10710233381051028,True,False,24
MTR Upma,Chocolates & Candies,Unknown,Unbranded,160,45.0,50.0,10,5.0,3.0,0,6,In Stock,0.172384909332388,True,False,160
Ching's Schezwan Masala Instant Noodles,Chocolates & Candies,Unknown,Unbranded,240,60.0,60.0,0,0.0,3.0,0,1,In Stock,0.14595436878495877,True,False,240
The Whole Truth Cranberry Protein Bar No Sugar,Chocolates & Candies,Unknown,Unbranded,52,74.0,100.0,26,26.0,3.0,0,6,In Stock,0.17510181386018586,True,False,52
Saffola Yummy Masala Noodles,Chocolates & Candies,Unknown,Unbranded,46,20.0,20.0,0,0.0,3.0,0,2,In Stock,0.19707524325183062,True,False,46
Veeba English Mustard,Chocolates & Candies,Unknown,Unbranded,300,69.0,74.0,6,5.0,3.0,0,2,In Stock,0.14970006173131803,True,False,300
Dabur Hommade Tamarind Paste,Chocolates & Candies,Unknown,Unbranded,200,45.0,48.0,6,3.0,3.0,0,6,In Stock,0.16611636717484662,True,False,200
Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),Chocolates & Candies,Unknown,Unbranded,400,309.0,325.0,4,16.0,3.0,0,6,In Stock,0.10877575800346886,True,False,400
The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,Chocolates & Candies,Unknown,Unbranded,27,41.0,55.0,25,14.0,3.0,0,6,In Stock,0.20065978981429047,True,False,27
ITC Master Chef Crispy Chicken Fries,Chocolates & Candies,Unknown,Unbranded,280,162.0,170.0,4,8.0,3.0,0,3,In Stock,0.122503062655324,True,False,280
Kelloggs Corn Flakes,Chocolates & Candies,Unknown,Unbranded,250,86.0,99.0,13,13.0,3.0,0,6,In Stock,0.15181682694454018,True,False,250
Nissin Cup Noodles Tangy Tomato,Chocolates & Candies,Unknown,Unbranded,70,45.0,50.0,10,5.0,3.0,0,2,In Stock,0.172384909332388,True,False,70
Smith & Jones White Pasta Sauce Mix,Chocolates & Candies,Unknown,Unbranded,46,40.0,40.0,0,0.0,3.0,0,3,In Stock,0.1615695048386346,True,False,46
Sunfeast Yippee! Pasta Treat - Sour Cream Onion,Chocolates & Candies,Unknown,Unbranded,65,25.0,28.0,10,3.0,3.0,0,1,In Stock,0.202572266443889,True,False,65
Mothers Recipe Tamrind Date Chutney,Chocolates & Candies,Unknown,Unbranded,200,50.0,55.0,9,5.0,3.0,0,2,In Stock,0.16633494490620365,True,False,200
Veeba Mint Mayonnaise,Chocolates & Candies,Unknown,Unbranded,300,155.0,169.0,8,14.0,3.0,0,4,In Stock,0.1283204905386878,True,False,300
Mccain Emotibites - Crispy Happy Potato Snack,Chocolates & Candies,Unknown,Unbranded,415,129.0,130.0,0,1.0,3.0,0,6,In Stock,0.1232656915132552,True,False,415
The Whole Truth Energy Bar Choco Cranberry Fudge,Chocolates & Candies,Unknown,Unbranded,40,44.0,60.0,26,16.0,3.0,0,6,In Stock,0.19859916712648049,True,False,40
Godrej Yummiez Chicken Lucknowi Seekh Kebab,Chocolates & Candies,Unknown,Unbranded,400,234.0,260.0,10,26.0,3.0,0,4,In Stock,0.1208882978918705,True,False,400
Prasuma Vegetable Momos,Chocolates & Candies,Unknown,Unbranded,580,150.0,150.0,0,0.0,3.0,0,5,In Stock,0.119586712225502,True,False,10
Mother's Recipe Mixed Pickle,Chocolates & Candies,Unknown,Unbranded,300,77.0,85.0,9,8.0,3.0,0,2,In Stock,0.15011331397534233,True,False,300
Sunfeast Yippee! Pasta Treat - Sour Cream Onion,Chocolates & Candies,Unknown,Unbranded,65,23.0,28.0,17,5.0,3.0,0,3,In Stock,0.22088990227177563,True,False,65
The Whole Truth Peanut Cocoa Protein Bar No Sugar,Chocolates & Candies,Unknown,Unbranded,52,74.0,100.0,26,26.0,3.0,0,6,In Stock,0.17510181386018586,True,False,52
Yoga Bar Breakfast Muesli - Chocolate & Cranberry,Chocolates & Candies,Unknown,Unbranded,400,309.0,325.0,4,16.0,3.0,0,6,In Stock,0.10877575800346886,True,False,400
Sunfeast YiPPee! Magic Masala Noodles,Chocolates & Candies,Unknown,Unbranded,405,63.0,70.0,10,7.0,3.0,0,3,In Stock,0.158696454497786,True,False,405
Veeba Sweet Onion Sauce,Chocolates & Candies,Unknown,Unbranded,350,121.0,141.0,14,20.0,3.0,0,4,In Stock,0.14238072515312622,True,False,350
Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,Chocolates & Candies,Unknown,Unbranded,200,45.0,49.0,8,4.0,3.0,0,6,In Stock,0.1692506382536173,True,False,200
Mother's Recipe Tamarind Paste,Chocolates & Candies,Unknown,Unbranded,200,49.0,50.0,2,1.0,3.0,0,6,In Stock,0.15644079780482284,True,False,200
Yogabar No Added Sugar Protein Bar Brownie,Chocolates & Candies,Unknown,Unbranded,60,106.0,125.0,15,19.0,3.0,0,4,In Stock,0.14766216021252063,True,False,60
Bambino Popular Vermicelli,Chocolates & Candies,Unknown,Unbranded,400,39.0,40.0,2,1.0,3.0,0,3,In Stock,0.1659040387772719,True,False,400
Ching's Secret Mix Veg Instant Soup,Chocolates & Candies,Unknown,Unbranded,15,10.0,10.280000000000001,0,0.28000000000000114,3.0,0,3,In Stock,0.2502194348545478,True,False,15
Mother's Recipe Pickle - Red Stuffed Chilli,Chocolates & Candies,Unknown,Unbranded,400,129.0,145.0,11,16.0,3.0,0,3,In Stock,0.1368249175797133,True,False,400
Kellogg's No Added Sugar Muesli,Chocolates & Candies,Unknown,Unbranded,500,298.0,335.0,11,37.0,3.0,0,6,In Stock,0.11683301333054961,True,False,500
Veeba Salsa Dip,Chocolates & Candies,Unknown,Unbranded,360,111.0,119.0,6,8.0,3.0,0,6,In Stock,0.1347886303139956,True,False,360
Veeba Thousand Island Dressing,Chocolates & Candies,Unknown,Unbranded,300,137.0,149.0,8,12.0,3.0,0,6,In Stock,0.13151342338066066,True,False,300
Baggry's Crunchy Muesli Almond Raisins & Honey,Chocolates & Candies,Unknown,Unbranded,200,130.0,130.0,0,0.0,3.0,0,5,In Stock,0.12307194154882496,True,False,200
Knorr Chinese Hot And Sour Veg Soup,Chocolates & Candies,Unknown,Unbranded,43,53.0,55.0,3,2.0,3.0,0,1,In Stock,0.15492666623530005,True,False,43
Go Cheese Spread - Garlic,Chocolates & Candies,Unknown,Unbranded,200,94.0,99.0,5,5.0,3.0,0,6,In Stock,0.13834366079636715,True,False,200
The Whole Truth Peanut Butter With Dates - Creamy No Sugar,Chocolates & Candies,Unknown,Unbranded,325,194.0,215.0,9,21.0,3.0,0,6,In Stock,0.12402807789692585,True,False,325
Zorabian Chicken Smoked Ham,Chocolates & Candies,Unknown,Unbranded,250,194.0,205.0,5,11.0,3.0,0,1,In Stock,0.11947658879979095,True,False,250
Kissan Pineapple Jam,Chocolates & Candies,Unknown,Unbranded,500,149.0,165.0,9,16.0,3.0,0,1,In Stock,0.1305223712391462,True,False,500
Smith & Jones Masala Noodles,Chocolates & Candies,Unknown,Unbranded,480,89.0,89.0,0,0.0,3.0,0,5,In Stock,0.13333897296948624,True,False,480
Nestle Nestle Nan Pro Follow-Up Formula,Chocolates & Candies,Unknown,Unbranded,400,630.0,650.0,0,20.0,3.0,0,6,In Stock,0.0930621274672254,True,False,400
Sunfeast Yippee! Power Up Atta Noodles,Chocolates & Candies,Unknown,Unbranded,280,81.0,96.0,15,15.0,3.0,0,6,In Stock,0.15657906966239354,True,False,280
McCain Super Wedges,Chocolates & Candies,Unknown,Unbranded,400,111.0,120.0,7,9.0,3.0,0,6,In Stock,0.13606022116601443,True,False,400
"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",Chocolates & Candies,Unknown,Unbranded,450,294.0,330.0,10,36.0,3.0,0,1,In Stock,0.11605466151075093,True,False,450
Kellogg's Chocos,Chocolates & Candies,Unknown,Unbranded,250,117.0,130.0,10,13.0,3.0,0,6,In Stock,0.13834492362276463,True,False,250
Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,Chocolates & Candies,Unknown,Unbranded,150,32.0,32.0,0,0.0,3.0,0,3,In Stock,0.1715998005016046,True,False,150
The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,Chocolates & Candies,Unknown,Unbranded,40,48.0,60.0,20,12.0,3.0,0,6,In Stock,0.18500340325311024,True,False,40
Saffola Veggie Twist Masala Oats,Chocolates & Candies,Unknown,Unbranded,500,171.0,195.0,12,24.0,3.0,0,2,In Stock,0.1305489501789617,True,False,500
ITC Master Chef Classic Aloo Tikki,Chocolates & Candies,Unknown,Unbranded,320,72.0,80.0,10,8.0,3.0,0,3,In Stock,0.15382967932761613,True,False,320
Smith & Jones Pink Pasta Sauce Mix,Chocolates & Candies,Unknown,Unbranded,46,40.0,40.0,0,0.0,3.0,0,4,In Stock,0.1615695048386346,True,False,46
Wingreens Farms Chipotle Dip,Chocolates & Candies,Unknown,Unbranded,180,150.0,200.0,25,50.0,3.0,0,1,In Stock,0.14948339028187752,True,False,180
Kellogg's Real Almond & Honey Corn Flakes,Chocolates & Candies,Unknown,Unbranded,1000,520.0,550.0,5,30.0,3.0,0,3,In Stock,0.10070734856653944,True,False,1
Kellogg's Crunchy Granola Chocolate & Almonds,Chocolates & Candies,Unknown,Unbranded,450,294.0,330.0,10,36.0,3.0,0,3,In Stock,0.11605466151075093,True,False,450
Cornitos Cornitos Taco Shells - 6 Inches,Chocolates & Candies,Unknown,Unbranded,180,128.0,160.0,20,32.0,3.0,0,4,In Stock,0.14815386687638424,True,False,180
Ching's Secret Singapore Curry Instant Noodles,Chocolates & Candies,Unknown,Unbranded,60,15.0,15.0,0,0.0,3.0,0,3,In Stock,0.21640425613334452,True,False,60
Mother's Recipe Pickle - Mango,Chocolates & Candies,Unknown,Unbranded,400,113.0,125.0,9,12.0,3.0,0,6,In Stock,0.1380854301452881,True,False,500
Godrej Yummiez Chilli Chicken Sausages,Chocolates & Candies,Unknown,Unbranded,250,144.0,160.0,10,16.0,3.0,0,3,In Stock,0.1326171007249808,True,False,250
Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed,Chocolates & Candies,Unknown,Unbranded,180,140.0,175.0,20,35.0,3.0,0,6,In Stock,0.14549099490559037,True,False,180
Maggi Hot & Sweet - Tomato Chilli Sauce,Chocolates & Candies,Unknown,Unbranded,1000,153.0,170.0,10,17.0,3.0,0,1,In Stock,0.13103160821559812,True,False,1
Ching's Secret Asian Hot Instant Soup,Chocolates & Candies,Unknown,Unbranded,15,15.0,15.0,0,0.0,3.0,0,3,In Stock,0.21640425613334452,True,False,15
Kellogg’s Chocos Protein And Fibre Of 1 Roti,Chocolates & Candies,Unknown,Unbranded,1200,444.0,499.0,11,55.0,3.0,0,6,In Stock,0.10921480604913435,True,False,1
Mother's Recipe Pickle - Mango,Chocolates & Candies,Unknown,Unbranded,500,109.0,149.0,26,40.0,3.0,0,4,In Stock,0.16083462564842604,True,False,500
Chings Secret Manchurian Instant Noodle,Chocolates & Candies,Unknown,Unbranded,240,60.0,60.0,0,0.0,3.0,0,6,In Stock,0.14595436878495877,True,False,240
Kellogg's Original Corn Flakes,Chocolates & Candies,Unknown,Unbranded,875,290.0,310.0,6,20.0,3.0,0,6,In Stock,0.11210360666034916,True,False,875
Ching's Singapore Curry Instant Noodles,Chocolates & Candies,Unknown,Unbranded,240,60.0,60.0,0,0.0,3.0,0,4,In Stock,0.14595436878495877,True,False,240
Kellogg's Almonds And Cranberries Granola,Chocolates & Candies,Unknown,Unbranded,460,310.0,330.0,6,20.0,3.0,0,6,In Stock,0.11080539136707794,True,False,460
Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,Chocolates & Candies,Unknown,Unbranded,300,292.0,292.0,0,0.0,3.0,0,6,In Stock,0.10563059281816925,True,False,300
MTR 3 Minute Breakfast - Magic Masala Upma,Chocolates & Candies,Unknown,Unbranded,60,25.0,25.0,0,0.0,3.0,0,6,In Stock,0.1841566058580809,True,False,60
Smith & Jones Masala Noodles,Chocolates & Candies,Unknown,Unbranded,360,61.0,68.0,10,7.0,3.0,0,5,In Stock,0.15991725454628952,True,False,360
"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",Chocolates & Candies,Unknown,Unbranded,53,55.0,55.0,0,0.0,3.0,0,6,In Stock,0.1490552990390815,True,False,53
Godrej Yummiez Chicken Punjabi Tikka,Chocolates & Candies,Unknown,Unbranded,360,266.0,295.0,9,29.0,3.0,0,6,In Stock,0.11705224520779685,True,False,360
Kellogg's Corn Flakes,Chocolates & Candies,Unknown,Unbranded,1000,383.0,425.0,9,42.0,3.0,0,1,In Stock,0.10990409761977692,True,False,1
Kelloggs Chocos,Chocolates & Candies,Unknown,Unbranded,385,160.0,170.0,5,10.0,3.0,0,4,In Stock,0.12398147337796572,True,False,385
Pedigree Puppy Dry Dog Food Food Chicken & Milk,Chocolates & Candies,Unknown,Unbranded,1200,232.0,290.0,20,58.0,3.0,0,6,In Stock,0.13208492402562758,True,False,1200
Ching's Secret Lemon Coriander Instant Soup,Chocolates & Candies,Unknown,Unbranded,15,15.0,15.0,0,0.0,3.0,0,5,In Stock,0.21640425613334452,True,False,15
Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,Chocolates & Candies,Unknown,Unbranded,300,261.0,261.0,0,0.0,3.0,0,6,In Stock,0.1077519538517659,True,False,300
Kelloggs Chocos - Moons & Stars,Chocolates & Candies,Unknown,Unbranded,1200,396.0,660.0,40,264.0,3.0,0,4,In Stock,0.14037582631203002,True,False,1
ITC Master Chef Chicken Galouti Kebab,Chocolates & Candies,Unknown,Unbranded,210,162.0,170.0,4,8.0,3.0,0,2,In Stock,0.122503062655324,True,False,210
Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,Chocolates & Candies,Unknown,Unbranded,400,206.0,229.0,10,23.0,3.0,0,6,In Stock,0.12376426089324392,True,False,400
Kitchens Of India Palak Paneer,Chocolates & Candies,Unknown,Unbranded,285,91.0,130.0,30,39.0,3.0,0,6,In Stock,0.1724981136798384,True,False,285
Kelloggs Chocos Fills Double Chocolat,Chocolates & Candies,Unknown,Unbranded,175,88.0,99.0,11,11.0,3.0,0,6,In Stock,0.14837468334280413,True,False,175
Soulfull Ragi Bites Choco Fills,Chocolates & Candies,Unknown,Unbranded,250,160.0,169.0,5,9.0,3.0,0,4,In Stock,0.12398147337796572,True,False,250
Figaro Sliced Black Olive,Chocolates & Candies,Unknown,Unbranded,450,179.0,179.0,0,0.0,3.0,0,6,In Stock,0.11554111024379955,True,False,450
Veeba Barbeque Sauce,Chocolates & Candies,Unknown,Unbranded,330,137.0,149.0,8,12.0,3.0,0,6,In Stock,0.13151342338066066,True,False,330
The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,Chocolates & Candies,Unknown,Unbranded,40,48.0,60.0,20,12.0,3.0,0,6,In Stock,0.18500340325311024,True,False,40
"The Whole Truth - Nuts, Fruits & Seeds Muesli",Chocolates & Candies,Unknown,Unbranded,350,260.0,325.0,20,65.0,3.0,0,6,In Stock,0.1293912048651143,True,False,350
Pantai Green Curry Paste,Chocolates & Candies,Unknown,Unbranded,114,128.0,150.0,14,22.0,3.0,0,5,In Stock,0.14074617353256505,True,False,114
Kelloggs Special K,Chocolates & Candies,Unknown,Unbranded,435,192.0,210.0,8,18.0,3.0,0,5,In Stock,0.12313094192132988,True,False,435
Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,Chocolates & Candies,Unknown,Unbranded,175,140.0,280.0,50,140.0,3.0,0,5,In Stock,0.18186374363198793,True,False,175
Mother's Recipe Madras Appalam,Chocolates & Candies,Unknown,Unbranded,100,45.0,50.0,10,5.0,3.0,0,6,In Stock,0.172384909332388,True,False,100
Top Ramen Masala Oat Masala,Chocolates & Candies,Unknown,Unbranded,280,72.0,80.0,10,8.0,3.0,0,6,In Stock,0.15382967932761613,True,False,280
Saffola Everyday Peppy Tomato Masala Oats,Chocolates & Candies,Unknown,Unbranded,500,171.0,195.0,12,24.0,3.0,0,6,In Stock,0.1305489501789617,True,False,500
"Ching's Secret Instant Noodles, Hot Garlic",Chocolates & Candies,Unknown,Unbranded,240,60.0,60.0,0,0.0,3.0,0,4,In Stock,0.14595436878495877,True,False,240
Kitchens Of India Chicken Chettinad,Chocolates & Candies,Unknown,Unbranded,285,140.0,200.0,30,60.0,3.0,0,1,In Stock,0.15761524448105624,True,False,285
Nestle Cerelac Wheat - Stage 1,Chocolates & Candies,Unknown,Unbranded,300,190.0,190.0,0,0.0,3.0,0,6,In Stock,0.11423624611697827,True,False,300
Sumeru Aloo Paratha,Chocolates & Candies,Unknown,Unbranded,400,113.0,119.0,5,6.0,3.0,0,6,In Stock,0.13301807491059864,True,False,400
ITC Master Chef Veggie Pizza Pocket,Chocolates & Candies,Unknown,Unbranded,340,162.0,170.0,4,8.0,3.0,0,4,In Stock,0.122503062655324,True,False,340
Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,Chocolates & Candies,Unknown,Unbranded,70,51.0,60.0,15,9.0,3.0,0,1,In Stock,0.17462855980134862,True,False,70
Ching's Secret Manchow Soup,Chocolates & Candies,Unknown,Unbranded,55,55.0,55.0,0,0.0,3.0,0,3,In Stock,0.1490552990390815,True,False,55
Veeba Carrot & Cucumber Sandwich Spread,Chocolates & Candies,Unknown,Unbranded,250,76.0,85.0,10,9.0,3.0,0,6,In Stock,0.1519405074360698,True,False,250
Kellogg's Real Almond & Honey Corn Flakes,Chocolates & Candies,Unknown,Unbranded,650,324.0,370.0,12,46.0,3.0,0,3,In Stock,0.11618608426358366,True,False,650
Kitchens Of India Mughlai Paneer,Chocolates & Candies,Unknown,Unbranded,285,112.0,160.0,30,48.0,3.0,0,4,In Stock,0.16499598296389795,True,False,285
Ching's Secret Just Soak - Veg Hakka Noodles,Chocolates & Candies,Unknown,Unbranded,150,30.0,30.0,0,0.0,3.0,0,5,In Stock,0.17472400573197747,True,False,150
Ching's Secret Chowmein Hakka Noodles Masala,Chocolates & Candies,Unknown,Unbranded,100,54.0,60.0,10,6.0,3.0,0,2,In Stock,0.1646980596552798,True,False,100
The Whole Truth Dark Chocolate Peanut Butter - Crunchy,Chocolates & Candies,Unknown,Unbranded,325,188.0,235.0,20,47.0,3.0,0,5,In Stock,0.13735878475848334,True,False,325
Mother's Recipe Bhel Puri Chutney,Chocolates & Candies,Unknown,Unbranded,200,50.0,55.0,9,5.0,3.0,0,4,In Stock,0.16633494490620365,True,False,200
Kelloggs Chocos Moon & Stars,Chocolates & Candies,Unknown,Unbranded,680,294.0,330.0,10,36.0,3.0,0,6,In Stock,0.11605466151075093,True,False,680
Mother's Recipe Lime Pickle,Chocolates & Candies,Unknown,Unbranded,400,114.0,120.0,5,6.0,3.0,0,1,In Stock,0.13277323741558272,True,False,400
Kitchens of India Dal Makhani,Chocolates & Candies,Unknown,Unbranded,285,77.0,110.0,30,33.0,3.0,0,2,In Stock,0.1790342276770138,True,False,285
Pantai Light Soy Sauce,Chocolates & Candies,Unknown,Unbranded,200,234.0,275.0,14,41.0,3.0,0,5,In Stock,0.12528423599702943,True,False,200
Ching's Secret Sweet Corn Soup,Chocolates & Candies,Unknown,Unbranded,55,55.0,55.0,0,0.0,3.0,0,6,In Stock,0.1490552990390815,True,False,55
"Top Ramen Noodles, Atta",Chocolates & Candies,Unknown,Unbranded,280,80.0,80.0,0,0.0,3.0,0,1,In Stock,0.13653588399402558,True,False,280
Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,Chocolates & Candies,Unknown,Unbranded,190,191.0,225.0,15,34.0,3.0,0,5,In Stock,0.13124119969198783,True,False,190
Dabur Hommade - Rajasthan Ki Garlic Chutne,Chocolates & Candies,Unknown,Unbranded,200,61.0,65.0,6,4.0,3.0,0,6,In Stock,0.15410208165369718,True,False,200
MTR Seviyan Vermicelli,Chocolates & Candies,Unknown,Unbranded,400,42.0,42.0,0,0.0,3.0,0,2,In Stock,0.1595235514049112,True,False,400
Pantai Oyster Sauce,Chocolates & Candies,Unknown,Unbranded,200,234.0,275.0,14,41.0,3.0,0,4,In Stock,0.12528423599702943,True,False,200
Go Cheese Spread - Four Pepper (Soft & Creamy),Chocolates & Candies,Unknown,Unbranded,200,94.0,99.0,5,5.0,3.0,0,6,In Stock,0.13834366079636715,True,False,200
MTR Ready To Eat Paneer Butter Masala,Chocolates & Candies,Unknown,Unbranded,300,122.0,135.0,9,13.0,3.0,0,2,In Stock,0.13590501770154786,True,False,300
Nestle Lactogen Stage 2 Follow-up Formula Powder,Chocolates & Candies,Unknown,Unbranded,400,340.0,340.0,0,0.0,3.0,0,2,In Stock,0.10288273166291224,True,False,400
Kellogg's Crunchy Bites Chocos,Chocolates & Candies,Unknown,Unbranded,375,171.0,190.0,10,19.0,3.0,0,6,In Stock,0.12821771892576597,True,False,375
Veeba Hot Sweet Tomato Chilli Sauce,Chocolates & Candies,Unknown,Unbranded,500,83.0,104.0,20,21.0,3.0,0,3,In Stock,0.16249825544309562,True,False,500
Borges Durum Wheat Pasta Superior Quality,Chocolates & Candies,Unknown,Unbranded,500,149.0,250.0,40,101.0,3.0,0,6,In Stock,0.16764341260073823,True,False,500
Funfoods Peanut Butter Crunchy,Chocolates & Candies,Unknown,Unbranded,400,156.0,169.0,7,13.0,3.0,0,1,In Stock,0.12697167517467534,True,False,400
Pantai Red Curry Paste,Chocolates & Candies,Unknown,Unbranded,50,60.0,60.0,0,0.0,3.0,0,4,In Stock,0.14595436878495877,True,False,50
ITC Master Chef Chicken Seekh Kabab,Chocolates & Candies,Unknown,Unbranded,500,325.0,325.0,0,0.0,3.0,0,6,In Stock,0.10368250211796504,True,False,500
Del Monte Pizza & Pasta Sauce Spout Pack,Chocolates & Candies,Unknown,Unbranded,400,99.0,99.0,0,0.0,3.0,0,3,In Stock,0.13028834457097555,True,False,400
Pantai Sriracha Red Chilli Sauce,Chocolates & Candies,Unknown,Unbranded,200,191.0,225.0,15,34.0,3.0,0,6,In Stock,0.13124119969198783,True,False,200
Hershey's Cocoa Spread,Chocolates & Candies,Unknown,Unbranded,350,295.0,295.0,0,0.0,3.0,0,3,In Stock,0.10544149360266944,True,False,350
Maggi Ghee Tadka Upma Express Pouch,Chocolates & Candies,Unknown,Unbranded,65,25.0,25.0,0,0.0,3.0,0,6,In Stock,0.1841566058580809,True,False,65
Ching's Secret Manchurian Noodles,Chocolates & Candies,Unknown,Unbranded,360,91.0,91.0,0,0.0,3.0,0,5,In Stock,0.13269085667679875,True,False,360
Kellogg's All Bran Wheat Flakes,Chocolates & Candies,Unknown,Unbranded,425,205.0,220.0,6,15.0,3.0,0,5,In Stock,0.11937214376821567,True,False,425
Yummiez Chicken Breakfast Sausages,Chocolates & Candies,Unknown,Unbranded,250,150.0,150.0,0,0.0,3.0,0,3,In Stock,0.119586712225502,True,False,250
Pantai Red Curry Paste,Chocolates & Candies,Unknown,Unbranded,114,128.0,150.0,14,22.0,3.0,0,3,In Stock,0.14074617353256505,True,False,114
Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,Chocolates & Candies,Unknown,Unbranded,400,297.0,330.0,10,33.0,3.0,0,6,In Stock,0.1158485465550687,True,False,400
Quaker Oats Pouch,Chocolates & Candies,Unknown,Unbranded,1500,248.0,276.0,10,28.0,3.0,0,6,In Stock,0.11962041405426282,True,False,1
Prasuma Momos -  Cheesy Spicy Veg,Chocolates & Candies,Unknown,Unbranded,24,295.0,295.0,0,0.0,3.0,0,6,In Stock,0.10544149360266944,True,False,24
Veeba Sriracha Chilli Garlic Sauce,Chocolates & Candies,Unknown,Unbranded,320,137.0,149.0,8,12.0,3.0,0,5,In Stock,0.13151342338066066,True,False,320
Ching's Secret Just Soak - Veg Hakka Noodles,Chocolates & Candies,Unknown,Unbranded,600,115.0,115.0,0,0.0,3.0,0,6,In Stock,0.12622038835458685,True,False,600
Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,Chocolates & Candies,Unknown,Unbranded,175,140.0,280.0,50,140.0,3.0,0,5,In Stock,0.18186374363198793,True,False,175
Figaro Plain Green Olive,Chocolates & Candies,Unknown,Unbranded,450,179.0,179.0,0,0.0,3.0,0,6,In Stock,0.11554111024379955,True,False,450
Mother's Recipe Gujrati Gorkeri Pickle,Chocolates & Candies,Unknown,Unbranded,500,126.0,140.0,10,14.0,3.0,0,3,In Stock,0.13624577007873204,True,False,500
Kellogg's Muesli 20% Nuts Delight,Chocolates & Candies,Unknown,Unbranded,500,320.0,320.0,0,0.0,3.0,0,6,In Stock,0.1039601699470518,True,False,500
Borges Farfalle Durum Wheat Pasta,Chocolates & Candies,Unknown,Unbranded,500,250.0,250.0,0,0.0,3.0,0,5,In Stock,0.10858838299947193,True,False,500
